Species	Class	OG0000000	OG0000005	OG0000006	OG0000014	OG0000017	OG0000026	OG0000030	OG0000035	OG0000042	OG0000054	OG0000059	OG0000069	OG0000071	OG0000081	OG0000086	OG0000096	OG0000109	OG0000122	OG0000123	OG0000143	OG0000147	OG0000160	OG0000168	OG0000173	OG0000214	OG0000217	OG0000237	OG0000291	OG0000297	OG0000299	OG0000310	OG0000484	OG0000597	OG0000606	OG0000746	OG0000750	OG0000889	OG0001663	OG0002853	OG0003209	OG0003514	OG0004044	OG0004098	OG0004172	OG0005114	OG0005246	OG0005306	OG0007118	OG0007523	OG0008019
candida_auris.final	0	12.0	5.0	4.0	1.0	3.0	4.0	2.0	1.0	6.0	3.0	3.0	4.0	2.0	0.0	2.0	2.0	1.0	1.0	3.0	3.0	1.0	1.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	5.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
candida_orthopsilosis.final	0	17.0	6.0	8.0	4.0	8.0	4.0	5.0	6.0	4.0	3.0	3.0	5.0	3.0	3.0	4.0	4.0	2.0	3.0	3.0	2.0	5.0	6.0	5.0	5.0	2.0	2.0	2.0	2.0	2.0	7.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
clavispora_lusitaniae.final	0	4.0	5.0	9.0	1.0	3.0	5.0	3.0	1.0	3.0	3.0	3.0	4.0	2.0	1.0	2.0	2.0	1.0	2.0	1.0	3.0	3.0	2.0	2.0	2.0	2.0	2.0	1.0	1.0	2.0	3.0	2.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hanseniaspora_uvarum.final	0	6.0	3.0	2.0	4.0	7.0	3.0	10.0	2.0	1.0	3.0	3.0	2.0	5.0	1.0	2.0	1.0	3.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	2.0	2.0	1.0	2.0	1.0	0.0	1.0	1.0	2.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
kluyveromyces_lactis.final	0	2.0	5.0	3.0	3.0	2.0	2.0	1.0	1.0	3.0	4.0	3.0	1.0	4.0	2.0	3.0	3.0	5.0	0.0	1.0	1.0	1.0	2.0	0.0	1.0	2.0	2.0	1.0	2.0	2.0	1.0	2.0	2.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0
kluyveromyces_marxianus.final	0	2.0	5.0	5.0	3.0	2.0	3.0	2.0	1.0	5.0	4.0	3.0	1.0	4.0	4.0	2.0	4.0	5.0	0.0	1.0	1.0	1.0	2.0	0.0	1.0	2.0	2.0	1.0	2.0	2.0	1.0	2.0	2.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0
metschnikowia_arizonensis.final	0	5.0	4.0	2.0	0.0	3.0	7.0	0.0	1.0	3.0	2.0	3.0	3.0	4.0	0.0	1.0	2.0	1.0	0.0	0.0	1.0	3.0	1.0	1.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
metschnikowia_drakensbergensis.final	0	1.0	4.0	3.0	0.0	3.0	5.0	0.0	1.0	3.0	2.0	3.0	4.0	4.0	2.0	1.0	2.0	1.0	0.0	0.0	1.0	3.0	1.0	1.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
spathaspora_arborariae.final	0	13.0	8.0	20.0	4.0	6.0	4.0	5.0	2.0	12.0	2.0	3.0	3.0	1.0	4.0	2.0	3.0	5.0	5.0	20.0	3.0	4.0	2.0	9.0	4.0	2.0	2.0	2.0	2.0	2.0	3.0	2.0	2.0	1.0	1.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
yHMPu5000026137_ambrosiozyma_ambrosiae_160519.final	0	11.0	11.0	3.0	6.0	2.0	3.0	5.0	5.0	2.0	3.0	3.0	8.0	3.0	2.0	2.0	2.0	2.0	0.0	0.0	2.0	6.0	3.0	1.0	5.0	2.0	2.0	2.0	2.0	2.0	0.0	2.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0
yHMPu5000026219_lachancea_waltii_180604.final	0	3.0	4.0	3.0	3.0	3.0	2.0	1.0	1.0	5.0	3.0	3.0	1.0	3.0	2.0	2.0	4.0	3.0	2.0	4.0	2.0	1.0	1.0	0.0	1.0	2.0	2.0	1.0	2.0	2.0	1.0	2.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0
yHMPu5000034572_tortispora_caseinolytica_180604.final	0	0.0	4.0	1.0	1.0	0.0	4.0	1.0	3.0	0.0	7.0	2.0	0.0	1.0	2.0	1.0	1.0	1.0	3.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	3.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	2.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
yHMPu5000034603_sporopachydermia_quercuum_190924.final	0	1.0	5.0	1.0	1.0	0.0	6.0	2.0	4.0	1.0	3.0	3.0	1.0	1.0	1.0	2.0	1.0	1.0	2.0	0.0	1.0	1.0	0.0	0.0	3.0	2.0	2.0	2.0	2.0	2.0	0.0	2.0	1.0	0.0	1.0	0.0	0.0	1.0	2.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
yHMPu5000034604_sporopachydermia_lactativora_180604.final	0	2.0	4.0	1.0	1.0	0.0	4.0	2.0	4.0	0.0	4.0	3.0	1.0	1.0	1.0	2.0	2.0	1.0	3.0	0.0	1.0	1.0	0.0	0.0	1.0	2.0	2.0	2.0	2.0	1.0	0.0	2.0	1.0	0.0	1.0	0.0	0.0	1.0	2.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
yHMPu5000034606_priceomyces_medius_180604.final	0	5.0	6.0	9.0	2.0	5.0	6.0	2.0	4.0	3.0	1.0	3.0	3.0	2.0	6.0	2.0	4.0	1.0	4.0	1.0	3.0	1.0	2.0	5.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	1.0	1.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0
yHMPu5000034615_saturnispora_zaruensis_160519.final	0	6.0	9.0	0.0	4.0	2.0	3.0	3.0	1.0	3.0	3.0	3.0	3.0	4.0	1.0	2.0	1.0	0.0	0.0	0.0	2.0	1.0	1.0	1.0	1.0	2.0	2.0	2.0	2.0	1.0	0.0	2.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
yHMPu5000034634_millerozyma_acaciae_160519.final	0	10.0	5.0	4.0	1.0	5.0	2.0	3.0	4.0	4.0	2.0	3.0	4.0	3.0	2.0	2.0	2.0	1.0	1.0	1.0	3.0	1.0	1.0	2.0	3.0	2.0	2.0	2.0	2.0	2.0	3.0	2.0	2.0	1.0	1.0	2.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
yHMPu5000034648_candida_restingae_160519.final	0	14.0	4.0	4.0	2.0	6.0	4.0	0.0	1.0	3.0	1.0	3.0	4.0	2.0	3.0	2.0	2.0	4.0	3.0	6.0	2.0	0.0	1.0	2.0	3.0	2.0	2.0	2.0	2.0	2.0	2.0	1.0	1.0	2.0	1.0	2.0	1.0	1.0	1.0	3.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
yHMPu5000034660_diddensiella_caesifluorescens_180604.final	0	11.0	5.0	3.0	6.0	0.0	5.0	7.0	9.0	0.0	3.0	3.0	0.0	2.0	2.0	5.0	1.0	2.0	3.0	0.0	2.0	2.0	1.0	0.0	1.0	1.0	1.0	2.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
yHMPu5000034661_dipodascus_albidus_180604.final	0	11.0	6.0	4.0	9.0	0.0	2.0	3.0	5.0	0.0	1.0	3.0	0.0	3.0	1.0	3.0	1.0	6.0	1.0	0.0	4.0	1.0	4.0	0.0	1.0	3.0	2.0	3.0	1.0	2.0	0.0	1.0	0.0	3.0	3.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
yHMPu5000034671_blastobotrys_peoriensis_160519.final	0	30.0	5.0	7.0	9.0	0.0	4.0	3.0	8.0	0.0	3.0	3.0	0.0	2.0	8.0	4.0	2.0	6.0	5.0	0.0	3.0	2.0	2.0	0.0	1.0	2.0	1.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	8.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
yHMPu5000034690_lachancea_nothofagi_180604.final	0	2.0	4.0	3.0	5.0	6.0	3.0	3.0	2.0	4.0	4.0	3.0	1.0	3.0	2.0	2.0	2.0	4.0	2.0	5.0	1.0	1.0	1.0	0.0	1.0	2.0	2.0	1.0	2.0	2.0	1.0	2.0	2.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0
yHMPu5000034691_lachancea_mirantina_180604.final	0	2.0	4.0	4.0	4.0	4.0	3.0	2.0	4.0	3.0	3.0	3.0	1.0	5.0	4.0	2.0	5.0	2.0	5.0	3.0	1.0	2.0	2.0	0.0	1.0	2.0	2.0	1.0	2.0	2.0	1.0	2.0	2.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0
yHMPu5000034692_lachancea_meyersii_180604.final	0	3.0	4.0	2.0	3.0	4.0	3.0	1.0	2.0	4.0	4.0	3.0	1.0	4.0	1.0	2.0	2.0	4.0	2.0	4.0	1.0	1.0	1.0	0.0	1.0	2.0	2.0	1.0	2.0	2.0	1.0	2.0	2.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0
yHMPu5000034693_Lachancea_lanzarotensis_SPADES.final	0	2.0	4.0	4.0	3.0	5.0	3.0	2.0	5.0	6.0	4.0	3.0	1.0	3.0	4.0	2.0	4.0	3.0	4.0	4.0	1.0	1.0	1.0	0.0	1.0	2.0	2.0	1.0	2.0	2.0	1.0	2.0	2.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	2.0	1.0	1.0
yHMPu5000034694_lachancea_kluyveri_180604.final	0	5.0	6.0	5.0	6.0	2.0	3.0	3.0	2.0	2.0	4.0	3.0	1.0	4.0	3.0	3.0	2.0	2.0	1.0	3.0	2.0	2.0	3.0	3.0	1.0	2.0	2.0	1.0	2.0	2.0	1.0	2.0	2.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0
yHMPu5000034695_lachancea_fermentati_201018.final	0	2.0	6.0	5.0	5.0	3.0	4.0	1.0	1.0	3.0	4.0	3.0	1.0	7.0	2.0	3.0	6.0	3.0	1.0	3.0	2.0	1.0	3.0	0.0	1.0	2.0	2.0	1.0	2.0	2.0	1.0	2.0	2.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0
yHMPu5000034697_lachancea_dasiensis_190924.final	0	1.0	5.0	6.0	5.0	2.0	3.0	2.0	4.0	3.0	2.0	3.0	1.0	4.0	1.0	2.0	3.0	2.0	4.0	2.0	1.0	2.0	1.0	0.0	1.0	2.0	2.0	1.0	2.0	2.0	1.0	2.0	2.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0
yHMPu5000034709_kluyveromyces_aestuarii_160519.final	0	2.0	5.0	1.0	3.0	2.0	4.0	1.0	1.0	4.0	4.0	3.0	1.0	5.0	1.0	2.0	2.0	2.0	0.0	1.0	1.0	1.0	2.0	0.0	1.0	2.0	2.0	1.0	2.0	2.0	0.0	2.0	2.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	2.0	0.0	1.0	0.0	1.0	1.0	1.0
yHMPu5000034710_kluyveromyces_dobzhanskii_160519.final	0	2.0	5.0	3.0	3.0	2.0	2.0	1.0	1.0	3.0	4.0	3.0	1.0	4.0	2.0	3.0	3.0	3.0	0.0	1.0	1.0	1.0	2.0	0.0	1.0	2.0	2.0	1.0	2.0	2.0	1.0	2.0	2.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0
yHMPu5000034742_lipomyces_suomiensis_160519.final	0	5.0	5.0	5.0	17.0	0.0	9.0	7.0	5.0	0.0	3.0	3.0	0.0	0.0	2.0	1.0	1.0	2.0	1.0	0.0	3.0	1.0	2.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
yHMPu5000034758_lipomyces_japonicus_160519.final	0	4.0	6.0	2.0	7.0	0.0	3.0	3.0	4.0	0.0	2.0	3.0	0.0	0.0	2.0	1.0	1.0	2.0	3.0	0.0	3.0	2.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
yHMPu5000034866_zygosaccharomyces_bisporus_160519.final	0	5.0	6.0	7.0	3.0	2.0	1.0	6.0	5.0	2.0	2.0	3.0	3.0	3.0	4.0	2.0	6.0	2.0	6.0	1.0	1.0	2.0	0.0	1.0	2.0	2.0	2.0	1.0	2.0	1.0	1.0	2.0	2.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0
yHMPu5000034881_Torulaspora_pretoriensis_SPADES.final	0	2.0	6.0	4.0	2.0	3.0	2.0	1.0	1.0	3.0	3.0	3.0	1.0	1.0	1.0	1.0	2.0	2.0	2.0	2.0	2.0	1.0	1.0	2.0	1.0	2.0	2.0	1.0	2.0	2.0	0.0	2.0	2.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0
yHMPu5000034904_Ogataea_nonfermentans_SPADES.final	0	2.0	11.0	2.0	3.0	3.0	6.0	5.0	2.0	2.0	2.0	3.0	2.0	2.0	4.0	2.0	4.0	1.0	0.0	0.0	2.0	2.0	1.0	1.0	1.0	2.0	2.0	2.0	2.0	1.0	1.0	2.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
yHMPu5000034932_kuraishia_ogatae_160519.final	0	2.0	12.0	1.0	8.0	3.0	5.0	2.0	4.0	1.0	2.0	3.0	2.0	3.0	5.0	2.0	2.0	1.0	0.0	0.0	2.0	2.0	2.0	6.0	2.0	2.0	2.0	2.0	2.0	2.0	0.0	2.0	2.0	0.0	1.0	0.0	2.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0
yHMPu5000034950_citeromyces_hawaiiensis_170307.haplomerger2.final	0	5.0	7.0	1.0	2.0	3.0	2.0	2.0	7.0	2.0	3.0	3.0	3.0	3.0	3.0	2.0	4.0	2.0	2.0	1.0	1.0	0.0	1.0	5.0	1.0	3.0	2.0	2.0	2.0	2.0	0.0	2.0	0.0	1.0	2.0	0.0	0.0	1.0	2.0	3.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
yHMPu5000034955_hanseniaspora_valbyensis_201018.haplomerger2.final	0	3.0	4.0	6.0	4.0	10.0	3.0	4.0	2.0	1.0	3.0	3.0	3.0	4.0	1.0	2.0	2.0	3.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	2.0	4.0	1.0	2.0	2.0	0.0	1.0	2.0	1.0	1.0	1.0	0.0	1.0	2.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
yHMPu5000035018_candida_canberraensis_160519.final	0	14.0	5.0	11.0	3.0	9.0	3.0	3.0	2.0	3.0	2.0	3.0	5.0	3.0	3.0	3.0	1.0	2.0	1.0	3.0	2.0	3.0	1.0	2.0	3.0	2.0	2.0	2.0	2.0	2.0	3.0	2.0	3.0	2.0	1.0	1.0	2.0	1.0	1.0	2.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
yHMPu5000035038_ambrosiozyma_kashinagacola_160519.final	0	6.0	11.0	1.0	12.0	2.0	7.0	7.0	1.0	2.0	3.0	3.0	6.0	2.0	1.0	2.0	3.0	1.0	0.0	0.0	2.0	3.0	1.0	3.0	1.0	2.0	2.0	2.0	2.0	2.0	0.0	2.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	2.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
yHMPu5000035041_ambrosiozyma_pseudovanderkliftii_160519.final	0	4.0	11.0	1.0	10.0	2.0	5.0	2.0	2.0	3.0	3.0	3.0	3.0	4.0	1.0	2.0	2.0	1.0	0.0	0.0	2.0	3.0	2.0	1.0	1.0	2.0	2.0	2.0	2.0	2.0	0.0	2.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
yHMPu5000035045_barnettozyma_hawaiiensis_160613.final	0	5.0	8.0	5.0	4.0	17.0	2.0	2.0	1.0	6.0	5.0	3.0	1.0	2.0	3.0	2.0	1.0	1.0	0.0	2.0	1.0	5.0	5.0	0.0	1.0	2.0	2.0	2.0	2.0	2.0	0.0	2.0	2.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
yHMPu5000035252_yamadazyma_nakazawae_170307.final	0	7.0	8.0	8.0	5.0	7.0	3.0	3.0	1.0	4.0	1.0	3.0	5.0	2.0	1.0	4.0	2.0	2.0	2.0	3.0	3.0	1.0	2.0	5.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	1.0	2.0	1.0	1.0	3.0	1.0	1.0	2.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
yHMPu5000035279_tortispora_starmeri_170307.final	0	0.0	5.0	1.0	2.0	0.0	2.0	1.0	4.0	0.0	5.0	2.0	0.0	2.0	2.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	3.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
yHMPu5000035282_trigonopsis_vinaria_170307.final	0	18.0	4.0	6.0	11.0	0.0	2.0	1.0	4.0	1.0	1.0	2.0	0.0	1.0	2.0	1.0	6.0	2.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	2.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
yHMPu5000035296_priceomyces_carsonii_160928.final	0	5.0	6.0	13.0	3.0	5.0	9.0	3.0	8.0	4.0	2.0	3.0	3.0	3.0	5.0	4.0	9.0	2.0	4.0	2.0	3.0	1.0	2.0	4.0	1.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	1.0	1.0	2.0	4.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	3.0	0.0	0.0	1.0	0.0	0.0	0.0
yHMPu5000035640_yamadazyma_philogaea_160519.final	0	5.0	8.0	5.0	4.0	8.0	3.0	1.0	1.0	3.0	1.0	3.0	6.0	2.0	1.0	3.0	1.0	3.0	2.0	1.0	3.0	1.0	2.0	4.0	2.0	2.0	2.0	2.0	2.0	2.0	1.0	2.0	1.0	2.0	1.0	1.0	1.0	1.0	1.0	2.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
yHMPu5000035650_trigonopsis_variabilis_160613.final	0	7.0	4.0	3.0	9.0	0.0	5.0	1.0	5.0	1.0	3.0	2.0	0.0	2.0	2.0	1.0	12.0	2.0	2.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	2.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
yHMPu5000035653_torulaspora_delbrueckii_160613.final	0	2.0	6.0	4.0	2.0	2.0	1.0	3.0	1.0	3.0	4.0	3.0	1.0	1.0	1.0	1.0	2.0	2.0	1.0	2.0	2.0	1.0	1.0	2.0	1.0	2.0	2.0	1.0	2.0	2.0	0.0	2.0	2.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0
yHMPu5000035661_pichia_membranifaciens_160519.final	0	6.0	9.0	5.0	5.0	2.0	6.0	4.0	2.0	2.0	4.0	3.0	4.0	3.0	1.0	2.0	3.0	2.0	0.0	0.0	2.0	1.0	1.0	1.0	2.0	2.0	2.0	2.0	2.0	2.0	0.0	2.0	0.0	1.0	1.0	0.0	2.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
yHMPu5000035669_pachysolen_tannophilus_160613.final	0	6.0	7.0	3.0	1.0	6.0	5.0	5.0	3.0	5.0	3.0	3.0	2.0	4.0	2.0	3.0	7.0	2.0	0.0	0.0	1.0	3.0	4.0	4.0	2.0	2.0	2.0	2.0	2.0	2.0	0.0	2.0	1.0	2.0	1.0	1.0	2.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
yHMPu5000035672_phaffomyces_thermotolerans_160613.final	0	3.0	8.0	3.0	7.0	13.0	3.0	3.0	2.0	5.0	4.0	3.0	2.0	2.0	2.0	2.0	4.0	1.0	1.0	1.0	1.0	1.0	4.0	0.0	1.0	2.0	2.0	2.0	2.0	2.0	0.0	2.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
yHMPu5000035675_kregervanrija_fluxuum_160613.final	0	6.0	9.0	6.0	8.0	5.0	5.0	5.0	2.0	3.0	4.0	3.0	3.0	4.0	1.0	2.0	2.0	2.0	0.0	0.0	2.0	1.0	1.0	1.0	1.0	2.0	2.0	2.0	2.0	2.0	0.0	2.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
yHMPu5000040935_metschnikowia_shivogae_201018.final	0	1.0	4.0	2.0	0.0	3.0	4.0	0.0	1.0	3.0	2.0	3.0	4.0	3.0	1.0	1.0	2.0	1.0	0.0	0.0	1.0	3.0	1.0	1.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
yHMPu5000040937_metschnikowia_proteae_201018.final	0	1.0	4.0	3.0	0.0	3.0	5.0	0.0	1.0	3.0	2.0	3.0	4.0	4.0	1.0	2.0	2.0	1.0	0.0	0.0	1.0	3.0	1.0	1.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
yHMPu5000040959_metschnikowia_aberdeeniae_201018.final	0	1.0	4.0	2.0	0.0	3.0	4.0	0.0	1.0	3.0	2.0	3.0	4.0	3.0	1.0	1.0	2.0	1.0	0.0	0.0	1.0	3.0	1.0	1.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
yHMPu5000040963_lachancea_quebecuensis_200128.final	0	2.0	4.0	3.0	5.0	2.0	3.0	3.0	2.0	5.0	3.0	3.0	1.0	3.0	2.0	2.0	3.0	2.0	2.0	5.0	2.0	1.0	1.0	0.0	1.0	2.0	2.0	1.0	2.0	2.0	1.0	2.0	2.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0
candida_albicans.final	1	11.0	5.0	9.0	4.0	10.0	5.0	7.0	3.0	6.0	2.0	3.0	5.0	2.0	6.0	3.0	5.0	3.0	1.0	8.0	3.0	4.0	2.0	9.0	4.0	2.0	2.0	2.0	2.0	2.0	7.0	2.0	2.0	1.0	1.0	1.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	2.0	0.0	1.0	0.0	0.0	0.0
